"Campaign name","Campaign ID",Placement,Platform,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (INR)","Cost per result",Starts,Ends,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Messaging conversations replied","Messaging conversations started","Unique CTR (all)","Cost per lead",Leads,"Leads conversion value","Ad delivery","Ad set delivery","Campaign delivery","Result rate","Cost per messaging conversation started","Reporting starts","Reporting ends"
"FB Ads - 01/07/2026",6976611088797,"Facebook Reels",facebook,active,campaign,58113,102841,1.76967288,"7-day click or 1-day view","Messaging conversations started",31,3328.46929618,107.3699773,,,245,13.58558896,32.3651977,0.43854105,,31,,,,,,,active,0.03014362,107.3699773,2023-07-20,2026-08-19
"LPU Punjab - 13/05",6715753772997,"Facebook Reels",facebook,inactive,campaign,28540,49811,1.74530484,"7-day click or 1-day view","Messaging conversations started",17,3300.90843387,194.17108435,,,75,44.01211245,66.26866423,0.31519142,,17,,,,,,,inactive,0.03412901,194.17108435,2023-07-20,2026-08-19
"SK-LPU-MAY 2025 – 1",6724323110197,Feed,instagram,inactive,campaign,56293,79389,1.41028192,"7-day click or 1-day view","Messaging conversations started",10,3102.09866011,310.20986601,,,230,13.48738548,39.07466601,0.39929965,,10,,,,,,,inactive,0.0125962,310.20986601,2023-07-20,2026-08-19
"Punjabi University",6642089283597,Feed,instagram,inactive,campaign,49504,92012,1.85867809,"7-day click or 1-day view","Messaging conversations started",82,2944.27,35.90573171,,,346,8.50945087,31.99876103,0.71077686,,82,,,,,,,inactive,0.08911881,35.90573171,2023-07-20,2026-08-19
"FB Ads - 23rd Jan",6857822968197,Feed,instagram,inactive,campaign,37440,56962,1.52142094,"7-day click or 1-day view","Messaging conversations started",14,2876.57280239,205.46948588,,,229,12.56145329,50.49985609,0.46522243,1,14,,,,,,,inactive,0.02457779,205.46948588,2023-07-20,2026-08-19
"FB Ads - 02/06/2026",6941440443997,"Instagram Reels",instagram,inactive,campaign,98810,130242,1.31810545,"7-day click or 1-day view","Messaging conversations started",33,2747.5319722,83.25854461,,,354,7.76138975,21.09559107,0.33015464,,33,,,,,,,inactive,0.02533745,83.25854461,2023-07-20,2026-08-19
"LPU - Sept",6804632076597,"Instagram Stories",instagram,inactive,campaign,44201,60693,1.37311373,"7-day click or 1-day view","Messaging conversations started",19,2741.95419433,144.31337865,,,188,14.58486274,45.17743717,0.3838993,,19,,,,,,,inactive,0.03130509,144.31337865,2023-07-20,2026-08-19
"FB Distance - 09/06/2026",6953152263197,"Instagram Reels",instagram,inactive,campaign,81086,118535,1.46184298,"7-day click or 1-day view","Messaging conversations started",17,2721.77,160.10411765,,,285,9.55007018,22.96174126,0.30033323,,17,,,,,,,inactive,0.01434176,160.10411765,2023-07-20,2026-08-19
"LPU Online – 20/25",6723531168997,Feed,instagram,inactive,campaign,23393,33231,1.42055316,"7-day click or 1-day view","Messaging conversations started",19,2702.69056411,142.2468718,,,159,16.99805386,81.33040126,0.61087539,,19,,,,,,,inactive,0.05717553,142.2468718,2023-07-20,2026-08-19
"LPU - Sept",6804632076597,Feed,facebook,inactive,campaign,19254,29564,1.53547315,"7-day click or 1-day view","Messaging conversations started",13,2506.27322561,192.79024812,,,108,23.20623357,84.77449687,0.72047084,,13,,,,,,,inactive,0.0439724,192.79024812,2023-07-20,2026-08-19
"LPU Distance Education Patiala",6668282295797,"Instagram Reels",instagram,inactive,campaign,64191,97387,1.51714415,"7-day click or 1-day view","Messaging conversations started",16,2499.12258461,156.19516154,,,79,31.6344631,25.66176784,0.20741988,,16,,,,,,,inactive,0.0164293,156.19516154,2023-07-20,2026-08-19
"LPU Online – 20/25",6723531168997,Feed,facebook,inactive,campaign,18177,31690,1.743412,"7-day click or 1-day view","Messaging conversations started",18,2378.50090038,132.13893891,,,176,13.51420966,75.05525088,1.05711581,,18,,,,,,,inactive,0.05680025,132.13893891,2023-07-20,2026-08-19
"LPU Patiala 19/04/2025",6675807605797,Feed,instagram,inactive,campaign,56035,77858,1.38945302,"7-day click or 1-day view","Messaging conversations started",20,2274.1640166,113.70820083,,,190,11.9692843,29.20912452,0.35192273,,20,,,,,,,inactive,0.02568779,113.70820083,2023-07-20,2026-08-19
"FB Ads - 23rd Jan",6857822968197,"Instagram Reels",instagram,inactive,campaign,49968,86843,1.7379723,"7-day click or 1-day view","Messaging conversations started",13,2188.76974127,168.36690317,,,342,6.39991152,25.20375553,0.48017687,2,13,,,,,,,inactive,0.01496954,168.36690317,2023-07-20,2026-08-19
"FB Ads Online - 31/07/2026",6986086789197,Feed,instagram,inactive,campaign,8736,11779,1.34832875,"7-day click or 1-day view","Messaging conversations started",11,2175.94549556,197.81322687,,,43,50.60338362,184.73091906,0.53485016,,11,,,,,,,inactive,0.09338654,197.81322687,2023-07-20,2026-08-19
"SK-LPU-MAY 2025",6699121217397,Feed,instagram,inactive,campaign,52928,74322,1.40420949,"7-day click or 1-day view","Messaging conversations started",19,2137.3,112.48947368,,,239,8.94267782,28.75729932,0.41979495,,19,,,,,,,inactive,0.02556444,112.48947368,2023-07-20,2026-08-19
"LPU Distance Education Patiala",6668282295797,Feed,instagram,inactive,campaign,37983,55257,1.4547824,"7-day click or 1-day view","Messaging conversations started",15,2042.16576896,136.1443846,,,153,13.34748869,36.95759395,0.4053785,,15,,,,,,,inactive,0.02714588,136.1443846,2023-07-20,2026-08-19
"CU Oonline - MAY 2025",6699345212397,"Instagram Reels",instagram,inactive,campaign,37785,54652,1.44639407,"7-day click or 1-day view","Messaging conversations started",23,1979.84897956,86.08039042,,,78,25.38267923,36.22646892,0.29459123,,23,,,,,,,inactive,0.04208446,86.08039042,2023-07-20,2026-08-19
"LPU Patiala 19/04/2025",6675807605797,"Instagram Reels",instagram,inactive,campaign,62086,89393,1.4398254,"7-day click or 1-day view","Messaging conversations started",24,1979.37238914,82.47384955,,,103,19.21720766,22.14236449,0.240511,,24,,,,,,,inactive,0.02684774,82.47384955,2023-07-20,2026-08-19
"AMITY Ads",6768967611397,"Instagram Reels",instagram,inactive,campaign,31072,41307,1.32939624,"7-day click or 1-day view","Messaging conversations started",7,1966.13,280.87571429,,,38,51.74026316,47.59798581,0.22998523,,7,,,,,,,inactive,0.01694628,280.87571429,2023-07-20,2026-08-19
"FB Ads - New Session - 27/04/2026",6910460698397,Feed,facebook,inactive,campaign,27135,46548,1.71542289,"7-day click or 1-day view","Messaging conversations started",26,1895.93085528,72.92041751,,,207,9.15908626,40.73066201,0.82710321,,26,,,,,,,inactive,0.05585632,72.92041751,2023-07-20,2026-08-19
"SK- LPU - Facebook + Insta + Whtsapp Ads",6612219196197,"Instagram Reels",instagram,inactive,campaign,26864,43265,1.61051965,"7-day click or 1-day view","Messaging conversations started",27,1871.8587884,69.32810327,,,51,36.7031135,43.2649668,0.3050965,,27,,,,,,,inactive,0.0624061,69.32810327,2023-07-20,2026-08-19
"Feb Ads - 31st Jan",6861084796197,"Instagram Stories",instagram,inactive,campaign,24704,30676,1.24174223,"7-day click or 1-day view","Messaging conversations started",14,1798.60379204,128.47169943,,,117,15.37268198,58.63227905,0.46942235,,14,,,,,,,inactive,0.04563828,128.47169943,2023-07-20,2026-08-19
"SK-LPU-MAY 2025 – 1",6724323110197,Feed,facebook,inactive,campaign,18754,26504,1.41324517,"7-day click or 1-day view","Messaging conversations started",12,1785.14554852,148.76212904,,,89,20.05781515,67.35381635,0.69423483,,12,,,,,,,inactive,0.04527618,148.76212904,2023-07-20,2026-08-19
"FB Ads Online - 31/07/2026",6986086789197,"Instagram Reels",instagram,inactive,campaign,44063,76480,1.73569662,"7-day click or 1-day view","Messaging conversations started",12,1778.05997635,148.1716647,,,168,10.58369034,23.24869216,0.25758368,,12,,,,,,,inactive,0.01569038,148.1716647,2023-07-20,2026-08-19
"FB Ads - 02/06/2026",6941440443997,Feed,instagram,inactive,campaign,44797,53832,1.20168761,"7-day click or 1-day view","Messaging conversations started",14,1774.77543585,126.76967399,,,97,18.29665398,32.96878132,0.29536335,,14,,,,,,,inactive,0.02600684,126.76967399,2023-07-20,2026-08-19
"SK-LPU-MAY 2025 – 1",6724323110197,"Instagram Stories",instagram,inactive,campaign,36451,49507,1.35817947,"7-day click or 1-day view","Messaging conversations started",4,1679.31047664,419.82761916,,,153,10.97588547,33.92066731,0.35550528,,4,,,,,,,inactive,0.00807967,419.82761916,2023-07-20,2026-08-19
"SK- LPU - Facebook + Insta + Whtsapp Ads",6612219196197,Feed,instagram,inactive,campaign,8661,11930,1.37743909,"7-day click or 1-day view","Messaging conversations started",19,1659.16459142,87.32445218,,,65,25.5256091,139.07498671,0.80469405,,19,,,,,,,inactive,0.15926236,87.32445218,2023-07-20,2026-08-19
"AMITY Ads",6768967611397,Feed,instagram,inactive,campaign,11488,14212,1.23711699,"7-day click or 1-day view","Messaging conversations started",4,1643.05,410.7625,,,77,21.33831169,115.61004785,0.7669575,,4,,,,,,,inactive,0.02814523,410.7625,2023-07-20,2026-08-19
"AMITY Ads",6768967611397,Feed,facebook,inactive,campaign,8352,10539,1.26185345,"7-day click or 1-day view","Messaging conversations started",5,1614.39,322.878,,,67,24.09537313,153.18246513,1.12913939,,5,,,,,,,inactive,0.04744283,322.878,2023-07-20,2026-08-19
"SK-LPU-MAY 2025",6699121217397,"Instagram Reels",instagram,inactive,campaign,58400,88945,1.52303082,"7-day click or 1-day view","Messaging conversations started",10,1568.77,156.877,,,52,30.16865385,17.63752881,0.1506549,,10,,,,,,,inactive,0.0112429,156.877,2023-07-20,2026-08-19
"Punjabi University",6642089283597,"Instagram Reels",instagram,inactive,campaign,45792,82230,1.79572851,"7-day click or 1-day view","Messaging conversations started",41,1552.07,37.85536585,,,122,12.72188525,18.87474158,0.39644898,,41,,,,,,,inactive,0.04986015,37.85536585,2023-07-20,2026-08-19
"FB Ads - 14/06/2026",6959678385397,"Instagram Stories",instagram,inactive,campaign,30080,36005,1.19697473,"7-day click or 1-day view","Messaging conversations started",9,1501.04541523,166.78282391,,,336,4.46739707,41.68991571,1.02485766,,9,,,,,,,inactive,0.02499653,166.78282391,2023-07-20,2026-08-19
"FB Ads - 14/06/2026",6959678385397,"Facebook Reels",facebook,inactive,campaign,25152,46655,1.85492207,"7-day click or 1-day view","Messaging conversations started",14,1434.06606603,102.43329043,,,53,27.0578503,30.73767155,0.28292787,,14,,,,,,,inactive,0.0300075,102.43329043,2023-07-20,2026-08-19
"LPU Online – 20/25",6723531168997,"Instagram Stories",instagram,inactive,campaign,15329,20347,1.32735338,"7-day click or 1-day view","Messaging conversations started",14,1429.05259842,102.0751856,,,67,21.32914326,70.23406883,0.39809308,,14,,,,,,,inactive,0.06880621,102.0751856,2023-07-20,2026-08-19
"FB Ads - New Session - 27/04/2026",6910460698397,"Facebook Reels",facebook,inactive,campaign,24831,42525,1.71257702,"7-day click or 1-day view","Messaging conversations started",16,1400.24893283,87.5155583,,,77,18.18505108,32.9276645,0.40917108,,16,,,,,,,inactive,0.03762493,87.5155583,2023-07-20,2026-08-19
