record_id,awarding_hei,platform_or_brand,exact_programme,mode,academic_session,ugc_deb_source_url,official_programme_url,fee_source_url_or_file,fee_basis,compulsory_fees,discount_assumptions,intake,eligibility,exam_mode,refund_source,last_verified_at,verified_by,status,notes
gla-university-online-01,GLA University Online,GLA University Online,Online MBA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.glaonline.com,internal draft content (website-build/src/content/universities/gla-university-online.md),lumpsum=140000,,,unconfirmed,Bachelor's degree in any discipline,unconfirmed,unconfirmed,,,unverified,
gla-university-online-02,GLA University Online,GLA University Online,Online MCA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.glaonline.com,internal draft content (website-build/src/content/universities/gla-university-online.md),lumpsum=130000,,,unconfirmed,Bachelor's degree with Mathematics/Computer Science background,unconfirmed,unconfirmed,,,unverified,
gla-university-online-03,GLA University Online,GLA University Online,Online BBA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.glaonline.com,internal draft content (website-build/src/content/universities/gla-university-online.md),lumpsum=120000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,,,unverified,
gla-university-online-04,GLA University Online,GLA University Online,Online BCA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.glaonline.com,internal draft content (website-build/src/content/universities/gla-university-online.md),lumpsum=120000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,,,unverified,
gla-university-online-05,GLA University Online,GLA University Online,Online B.Com,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.glaonline.com,internal draft content (website-build/src/content/universities/gla-university-online.md),lumpsum=90000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,,,unverified,
guru-kashi-university-01,Guru Kashi University,Guru Kashi University,Online MBA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.gkuonline.in,internal draft content (website-build/src/content/universities/guru-kashi-university.md),lumpsum=100000,,,unconfirmed,Bachelor's degree in any discipline,unconfirmed,unconfirmed,,,unverified,
guru-kashi-university-02,Guru Kashi University,Guru Kashi University,Online MCA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.gkuonline.in,internal draft content (website-build/src/content/universities/guru-kashi-university.md),lumpsum=95000,,,unconfirmed,Bachelor's degree with Mathematics/Computer Science background,unconfirmed,unconfirmed,,,unverified,
guru-kashi-university-03,Guru Kashi University,Guru Kashi University,Online M.Com,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.gkuonline.in,internal draft content (website-build/src/content/universities/guru-kashi-university.md),lumpsum=55000,,,unconfirmed,Bachelor's degree in Commerce or related field,unconfirmed,unconfirmed,,,unverified,
guru-kashi-university-04,Guru Kashi University,Guru Kashi University,Online MA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.gkuonline.in,internal draft content (website-build/src/content/universities/guru-kashi-university.md),lumpsum=48000,,,unconfirmed,Bachelor's degree in any discipline,unconfirmed,unconfirmed,,,unverified,
guru-kashi-university-05,Guru Kashi University,Guru Kashi University,Online BBA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.gkuonline.in,internal draft content (website-build/src/content/universities/guru-kashi-university.md),lumpsum=85000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,,,unverified,
guru-kashi-university-06,Guru Kashi University,Guru Kashi University,Online BCA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.gkuonline.in,internal draft content (website-build/src/content/universities/guru-kashi-university.md),lumpsum=90000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,,,unverified,
guru-kashi-university-07,Guru Kashi University,Guru Kashi University,Online B.Com,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.gkuonline.in,internal draft content (website-build/src/content/universities/guru-kashi-university.md),lumpsum=66000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,,,unverified,
guru-kashi-university-08,Guru Kashi University,Guru Kashi University,Online BA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.gkuonline.in,internal draft content (website-build/src/content/universities/guru-kashi-university.md),lumpsum=56000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,,,unverified,
jagat-guru-nanak-dev-psou-01,Jagat Guru Nanak Dev Punjab State Open University,Jagat Guru Nanak Dev Punjab State Open University,M.Com (ODL),Distance (ODL),unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.psou.ac.in,internal draft content (website-build/src/content/universities/jagat-guru-nanak-dev-psou.md),lumpsum=24000,,,unconfirmed,Bachelor's degree in Commerce or related field,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"PSOU is UGC-DEB entitled for Distance/ODL mode, not a separate 'Online' mode — corrected from the previous 'Online & Distance' label."
jagat-guru-nanak-dev-psou-02,Jagat Guru Nanak Dev Punjab State Open University,Jagat Guru Nanak Dev Punjab State Open University,MA (ODL),Distance (ODL),unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.psou.ac.in,internal draft content (website-build/src/content/universities/jagat-guru-nanak-dev-psou.md),lumpsum=18000,,,unconfirmed,Bachelor's degree in any discipline,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"PSOU is UGC-DEB entitled for Distance/ODL mode, not a separate 'Online' mode."
jagat-guru-nanak-dev-psou-03,Jagat Guru Nanak Dev Punjab State Open University,Jagat Guru Nanak Dev Punjab State Open University,B.Com (ODL),Distance (ODL),unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.psou.ac.in,internal draft content (website-build/src/content/universities/jagat-guru-nanak-dev-psou.md),lumpsum=30000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"PSOU is UGC-DEB entitled for Distance/ODL mode, not a separate 'Online' mode."
jagat-guru-nanak-dev-psou-04,Jagat Guru Nanak Dev Punjab State Open University,Jagat Guru Nanak Dev Punjab State Open University,BA (ODL),Distance (ODL),unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.psou.ac.in,internal draft content (website-build/src/content/universities/jagat-guru-nanak-dev-psou.md),lumpsum=15000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"PSOU is UGC-DEB entitled for Distance/ODL mode, not a separate 'Online' mode."
lovely-professional-university-01,Lovely Professional University,Lovely Professional University,Online MBA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.lpuonline.com,internal draft content (website-build/src/content/universities/lovely-professional-university.md),semester=40400,,,unconfirmed,Bachelor's degree in any discipline,unconfirmed,unconfirmed,2026-07-25,Pratham Goel (personal check against UGC-DEB portal / university site),verified,"Post-20% Student Grant, includes exam fee. Plus a one-time Rs. 1,000 registration fee. International: ~US$2,000/semester + US$100 exam fee. UGC entitlement personally re-confirmed by Pratham Goel on 2026-07-25 (prior automated research passes had not found this row)."
lovely-professional-university-02,Lovely Professional University,Lovely Professional University,Online MCA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.lpuonline.com,internal draft content (website-build/src/content/universities/lovely-professional-university.md),semester=32400,,,unconfirmed,Bachelor's degree with Mathematics at 10+2 or graduation level,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"Post-20% Student Grant, includes exam fee. 28 core courses + 4 discipline electives + 4 generic electives + 4 skill-enhancement courses. International: ~US$1,250/semester + US$100 exam fee."
lovely-professional-university-03,Lovely Professional University,Lovely Professional University,Online BCA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.lpuonline.com,internal draft content (website-build/src/content/universities/lovely-professional-university.md),semester=20400,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"Post-20% Student Grant, includes exam fee. Covers Python, PHP, Java, SQL, Linux, Bootstrap, DBMS, Software Engineering, Computer Networks, Operating Systems, and AI."
lovely-professional-university-04,Lovely Professional University,Lovely Professional University,Online BBA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.lpuonline.com,internal draft content (website-build/src/content/universities/lovely-professional-university.md),semester=20400,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"Post-20% Student Grant, includes exam fee. International: ~US$1,250/semester + US$100 exam fee. Covers Accounting Software, Office Automation, Project Management tools, and Data Analytics."
lovely-professional-university-05,Lovely Professional University,Lovely Professional University,Online M.Com,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.lpuonline.com,internal draft content (website-build/src/content/universities/lovely-professional-university.md),semester=20400,,,unconfirmed,Bachelor's degree in Commerce or related field,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"Post-20% Student Grant, includes exam fee. International: ~US$1,050/semester + US$100 exam fee. Interdisciplinary electives include Data Science Toolbox, Digital & Social Media Marketing, and Security Analysis."
lovely-professional-university-06,Lovely Professional University,Lovely Professional University,Online BA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.lpuonline.com,internal draft content (website-build/src/content/universities/lovely-professional-university.md),semester=16400,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"Post-20% Student Grant, includes exam fee. International: ~US$850/semester + US$100 exam fee."
lovely-professional-university-07,Lovely Professional University,Lovely Professional University,Online MA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.lpuonline.com,internal draft content (website-build/src/content/universities/lovely-professional-university.md),semester=16400,,,unconfirmed,Bachelor's degree in any discipline,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"Post-20% Student Grant, includes exam fee."
lovely-professional-university-08,Lovely Professional University,Lovely Professional University,Online M.Sc Mathematics,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.lpuonline.com,internal draft content (website-build/src/content/universities/lovely-professional-university.md),semester=20400,,,unconfirmed,Bachelor's degree with Mathematics,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"Post-20% Student Grant, includes exam fee. International: ~US$850/semester + US$100 exam fee. Interdisciplinary electives include Advanced Data Visualization, Financial Analytics, and Forex Management."
lovely-professional-university-09,Lovely Professional University,Lovely Professional University,Online M.Sc Economics,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.lpuonline.com,internal draft content (website-build/src/content/universities/lovely-professional-university.md),semester=20400,,,unconfirmed,Bachelor's degree in Economics or a related quantitative discipline,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"Post-20% Student Grant, includes exam fee. International: ~US$850/semester + US$100 exam fee. Interdisciplinary electives include Financial Analytics and International Banking & Forex Management."
mangalayatan-university-online-01,Mangalayatan University Online,Mangalayatan University Online,Online MBA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.muonline.ac.in,internal draft content (website-build/src/content/universities/mangalayatan-university-online.md),lumpsum=105000,,,unconfirmed,Bachelor's degree in any discipline,unconfirmed,unconfirmed,,,unverified,
mangalayatan-university-online-02,Mangalayatan University Online,Mangalayatan University Online,Online MCA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.muonline.ac.in,internal draft content (website-build/src/content/universities/mangalayatan-university-online.md),lumpsum=98000,,,unconfirmed,Bachelor's degree with Mathematics/Computer Science background,unconfirmed,unconfirmed,,,unverified,
mangalayatan-university-online-03,Mangalayatan University Online,Mangalayatan University Online,Online M.Com,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.muonline.ac.in,internal draft content (website-build/src/content/universities/mangalayatan-university-online.md),lumpsum=58000,,,unconfirmed,Bachelor's degree in Commerce or related field,unconfirmed,unconfirmed,,,unverified,
mangalayatan-university-online-04,Mangalayatan University Online,Mangalayatan University Online,Online MA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.muonline.ac.in,internal draft content (website-build/src/content/universities/mangalayatan-university-online.md),lumpsum=50000,,,unconfirmed,Bachelor's degree in any discipline,unconfirmed,unconfirmed,,,unverified,
mangalayatan-university-online-05,Mangalayatan University Online,Mangalayatan University Online,Online BBA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.muonline.ac.in,internal draft content (website-build/src/content/universities/mangalayatan-university-online.md),lumpsum=88000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,,,unverified,
mangalayatan-university-online-06,Mangalayatan University Online,Mangalayatan University Online,Online BCA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.muonline.ac.in,internal draft content (website-build/src/content/universities/mangalayatan-university-online.md),lumpsum=92000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,,,unverified,
mangalayatan-university-online-07,Mangalayatan University Online,Mangalayatan University Online,Online B.Com,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.muonline.ac.in,internal draft content (website-build/src/content/universities/mangalayatan-university-online.md),lumpsum=68000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,,,unverified,
mangalayatan-university-online-08,Mangalayatan University Online,Mangalayatan University Online,Online BA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.muonline.ac.in,internal draft content (website-build/src/content/universities/mangalayatan-university-online.md),lumpsum=58000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,,,unverified,
mmu-university-online-01,Maharishi Markandeshwar (MMU) University Online,Maharishi Markandeshwar (MMU) University Online,Online MCA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://onlineprograms.mmumullana.org,internal draft content (website-build/src/content/universities/mmu-university-online.md),lumpsum=120000,,,unconfirmed,Bachelor's degree with Mathematics/Computer Science background,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,
mmu-university-online-02,Maharishi Markandeshwar (MMU) University Online,Maharishi Markandeshwar (MMU) University Online,Online BBA,Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://onlineprograms.mmumullana.org,internal draft content (website-build/src/content/universities/mmu-university-online.md),lumpsum=110000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,
mmu-university-online-03,Maharishi Markandeshwar (MMU) University Online,Maharishi Markandeshwar (MMU) University Online,Online B.Com (Hons),Online,unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://onlineprograms.mmumullana.org,internal draft content (website-build/src/content/universities/mmu-university-online.md),lumpsum=85000,,,unconfirmed,10+2 in any stream,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,Corrected from a generic 'B.Com' — MMU's confirmed UGC-DEB online entitlement is specifically for the Honours variant.
online-manipal-university-00,"Online Manipal (multi-entity, unresolved)","Online Manipal (multi-entity, unresolved)","(none published, see notes)",,,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://onlinemanipal.com,,,,,,,,,2026-07-24,background research agent (UGC-DEB + official-source cross-check),disputed,"Entity conflation or zero-confirmed-entitlement, see evidence/claims-register.csv and evidence/source-register.md"
punjabi-university-online-distance-01,Punjabi University Distance Education,Punjabi University Distance Education,MBA (ODL),Distance (ODL),unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.cdoepunjabiuniversity.in,internal draft content (website-build/src/content/universities/punjabi-university-online-distance.md),lumpsum=70000,,,unconfirmed,Bachelor's degree in any discipline,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"Punjabi University is UGC-DEB entitled for Distance/ODL mode, corrected from 'Online & Distance'."
punjabi-university-online-distance-02,Punjabi University Distance Education,Punjabi University Distance Education,M.Sc (Information Technology) (ODL),Distance (ODL),unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.cdoepunjabiuniversity.in,internal draft content (website-build/src/content/universities/punjabi-university-online-distance.md),lumpsum=65000,,,unconfirmed,Bachelor's degree with Mathematics/Computer Science background,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,"Corrected from 'MCA' — UGC-DEB's entitlement for Punjabi University names this programme M.Sc (Information Technology), not Master of Computer Applications."
punjabi-university-online-distance-03,Punjabi University Distance Education,Punjabi University Distance Education,M.Com (ODL),Distance (ODL),unconfirmed,https://deb.ugc.ac.in/Home/HEI_Prog_List,https://www.cdoepunjabiuniversity.in,internal draft content (website-build/src/content/universities/punjabi-university-online-distance.md),lumpsum=30000,,,unconfirmed,Bachelor's degree in Commerce or related field,unconfirmed,unconfirmed,2026-07-24,background research agent (UGC-DEB + official-source cross-check),stale,
